"ID","default_flag","pred_br","score_pd","QTR","score_date","score_year","BAND","current_balance","MONTH","feature1_wt","feature2_wt"
"28547","0","0.171626","0.171264","4","14-04-2019","2019","2","12277","4","0","0"
"28548","1","0.149403","0.154014","2","31-10-2019","2019","2","93277","10","0","0"
"28549","0","0.451892","0.432835","2","21-05-2019","2019","4","98316","5","0","0"
"28550","0","0.394491","0.391753","2","20-10-2019","2019","4","39802","10","0","0"
"28551","1","0.792551","0.812439","1","03-01-2019","2019","8","85149","1","0","0"
"28552","1","0.37546","0.356006","4","12-08-2019","2019","4","42666","8","0","0"
"28553","0","0.388665","0.406698","3","23-07-2019","2019","4","18696","7","0","0"
"28554","0","0.215373","0.224204","3","23-08-2019","2019","2","85825","8","0","0"
"28555","0","0.164382","0.146168","4","28-12-2019","2019","1","9566","12","0","0"
"28556","1","0.745654","0.731596","1","05-12-2019","2019","7","72929","12","0","0"
"28557","1","0.75375","0.742234","1","17-05-2019","2019","7","43515","5","0","0"
"28558","1","0.452538","0.470788","3","17-03-2019","2019","5","95655","3","0","0"
"28559","1","0.845875","0.861677","3","30-09-2019","2019","9","20087","9","0","0"
"28560","1","0.767811","0.754171","4","20-02-2019","2019","8","86714","2","0","0"
"28561","1","0.338873","0.33066","2","19-06-2019","2019","3","14653","6","0","0"
"28562","0","0.135661","0.119593","1","07-06-2019","2019","1","30741","6","0","0"
"28563","1","0.886679","0.879416","4","04-10-2019","2019","9","47854","10","0","0"
"28564","0","0.81325","0.832389","1","28-06-2019","2019","8","81190","6","0","0"
"28565","1","0.682148","0.682994","3","18-02-2019","2019","7","78437","2","0","0"
"28566","0","0.512773","0.499601","1","28-05-2019","2019","5","20270","5","0","0"
"28567","0","0.300871","0.296397","2","20-05-2019","2019","3","95028","5","0","0"
"28568","0","0.288742","0.285345","3","14-02-2019","2019","3","67489","2","0","0"
"28569","1","0.874044","0.867221","3","21-07-2019","2019","9","13288","7","0","0"
"28570","0","0.236358","0.253835","2","26-03-2019","2019","3","22080","3","0","0"
"28571","0","0.21899","0.222344","4","23-12-2019","2019","2","12887","12","0","0"
"28572","0","0.214609","0.197482","2","31-10-2019","2019","2","18512","10","0","0"
"28573","0","0.702","0.692811","4","26-06-2019","2019","7","50043","6","0","0"
"28574","0","0.156274","0.155776","3","06-03-2019","2019","2","79465","3","0","0"
"28575","1","0.839105","0.847217","4","11-02-2019","2019","8","82254","2","0","0"
"28576","1","0.543893","0.547285","2","20-12-2019","2019","5","44141","12","0","0"
"28577","1","0.389636","0.408458","3","31-03-2019","2019","4","87096","3","0","0"
"28578","0","0.635254","0.619583","4","05-01-2019","2019","6","79257","1","0","0"
"28579","0","0.326256","0.317796","3","04-09-2019","2019","3","38619","9","0","0"
"28580","1","0.635585","0.64097","1","30-03-2019","2019","6","19032","3","0","0"
"28581","1","0.809548","0.813395","1","27-01-2019","2019","8","44141","1","0","0"
"28582","1","0.855174","0.870094","3","28-07-2019","2019","9","19594","7","0","0"
"28583","0","0.229152","0.241149","2","21-08-2019","2019","2","29095","8","0","0"
"28584","0","0.471586","0.471736","3","26-01-2019","2019","5","73634","1","0","0"
"28585","0","0.248753","0.233857","1","12-01-2019","2019","2","88041","1","0","0"
"28586","0","0.379994","0.386449","3","03-07-2019","2019","4","91307","7","0","0"
"28587","1","0.508933","0.51944","1","25-12-2019","2019","5","82643","12","0","0"
"28588","1","0.253263","0.241606","2","17-09-2019","2019","2","85077","9","0","0"
"28589","0","0.19216","0.172292","4","04-11-2019","2019","2","44916","11","0","0"
"28590","0","0.210816","0.216551","2","31-03-2019","2019","2","45446","3","0","0"
"28591","1","0.782329","0.800044","3","27-07-2019","2019","8","17785","7","0","0"
"28592","0","0.244847","0.261564","3","04-11-2019","2019","3","23105","11","0","0"
"28593","0","0.578936","0.575782","2","02-11-2019","2019","6","85449","11","0","0"
"28594","1","0.614844","0.598707","3","27-02-2019","2019","6","63054","2","0","0"
"28595","1","0.214522","0.217954","3","11-05-2019","2019","2","42072","5","0","0"
"28596","0","0.388224","0.389158","1","15-05-2019","2019","4","7333","5","0","0"
"28597","0","0.194556","0.175396","3","16-02-2019","2019","2","21218","2","0","0"
"28598","1","0.683349","0.675383","1","15-12-2019","2019","7","75576","12","0","0"
"28599","1","0.883756","0.873539","4","22-04-2019","2019","9","5800","4","0","0"
"28600","1","0.669549","0.659502","3","27-01-2019","2019","7","62677","1","0","0"
"28601","0","0.507731","0.495369","3","04-03-2019","2019","5","57402","3","0","0"
"28602","1","0.709964","0.70282","2","15-02-2019","2019","7","55412","2","0","0"
"28603","1","0.32585","0.323069","2","31-07-2019","2019","3","78686","7","0","0"
"28604","0","0.150884","0.156105","4","25-02-2019","2019","2","24984","2","0","0"
"28605","0","0.879608","0.877833","2","10-10-2019","2019","9","94940","10","0","0"
"28606","1","0.895184","0.880337","1","22-05-2019","2019","9","40142","5","0","0"
"28607","1","0.25509","0.249429","3","14-11-2019","2019","2","32667","11","0","0"
"28608","0","0.540301","0.526553","1","05-01-2019","2019","5","25998","1","0","0"
"28609","1","0.840289","0.824659","2","10-08-2019","2019","8","36209","8","0","0"
"28610","1","0.301766","0.300106","1","19-12-2019","2019","3","93505","12","0","0"
"28611","1","0.383285","0.387403","1","25-09-2019","2019","4","28836","9","0","0"
"28612","1","0.857859","0.852391","2","01-10-2019","2019","9","93503","10","0","0"
"28613","1","0.722859","0.739867","4","30-11-2019","2019","7","94441","11","0","0"
"28614","1","0.598048","0.580456","4","10-06-2019","2019","6","97245","6","0","0"
"28615","1","0.385686","0.396843","3","12-02-2019","2019","4","9005","2","0","0"
"28616","0","0.649134","0.664428","3","24-11-2019","2019","7","24413","11","0","0"
"28617","0","0.218942","0.206404","3","13-04-2019","2019","2","34469","4","0","0"
"28618","1","0.69729","0.716514","1","16-05-2019","2019","7","64703","5","0","0"
"28619","0","0.412645","0.41425","1","14-09-2019","2019","4","6760","9","0","0"
"28620","1","0.417213","0.436978","4","06-03-2019","2019","4","25712","3","0","0"
"28621","1","0.671513","0.681949","2","02-09-2019","2019","7","63345","9","0","0"
"28622","1","0.752306","0.753808","3","28-12-2019","2019","8","14878","12","0","0"
"28623","1","0.826204","0.841367","2","07-08-2019","2019","8","81404","8","0","0"
"28624","1","0.804952","0.821217","4","23-06-2019","2019","8","57796","6","0","0"
"28625","1","0.800722","0.787162","1","07-07-2019","2019","8","6873","7","0","0"
"28626","1","0.707611","0.70073","3","06-08-2019","2019","7","86123","8","0","0"
"28627","1","0.39951","0.411502","1","27-04-2019","2019","4","19186","4","0","0"
"28628","1","0.499905","0.512783","3","21-09-2019","2019","5","2645","9","0","0"
"28629","1","0.717327","0.701757","3","18-03-2019","2019","7","30133","3","0","0"
"28630","1","0.661087","0.657122","2","02-06-2019","2019","7","71067","6","0","0"
"28631","1","0.695061","0.694482","2","17-01-2019","2019","7","90358","1","0","0"
"28632","1","0.354657","0.338692","2","08-06-2019","2019","3","73786","6","0","0"
"28633","0","0.416142","0.410232","2","03-10-2019","2019","4","32453","10","0","0"
"28634","0","0.144665","0.127881","3","13-07-2019","2019","1","60240","7","0","0"
"28635","0","0.473317","0.485304","4","01-12-2019","2019","5","90451","12","0","0"
"28636","1","0.620612","0.633013","1","29-11-2019","2019","6","10991","11","0","0"
"28637","0","0.400326","0.390427","4","21-04-2019","2019","4","69146","4","0","0"
"28638","0","0.191712","0.19437","2","20-11-2019","2019","2","39815","11","0","0"
"28639","1","0.665561","0.654616","2","11-05-2019","2019","7","96402","5","0","0"
"28640","1","0.883957","0.869967","2","18-04-2019","2019","9","91075","4","0","0"
"28641","1","0.797496","0.791303","4","02-01-2019","2019","8","98157","1","0","0"
"28642","1","0.764934","0.772974","3","19-06-2019","2019","8","76184","6","0","0"
"28643","1","0.465086","0.484163","4","27-05-2019","2019","5","22885","5","0","0"
"28644","0","0.165174","0.15745","1","13-11-2019","2019","2","49682","11","0","0"
"28645","0","0.810979","0.8237","3","06-08-2019","2019","8","32136","8","0","0"
"28646","0","0.493514","0.474743","3","27-06-2019","2019","5","18720","6","0","0"
"28647","1","0.644078","0.640077","2","10-07-2019","2019","6","63870","7","0","0"
"28648","1","0.302397","0.304491","2","12-12-2019","2019","3","67748","12","0","0"
"28649","1","0.114539","0.131133","3","19-03-2019","2019","1","8331","3","0","0"
"28650","0","0.657242","0.664971","1","09-06-2019","2019","7","32669","6","0","0"
"28651","0","0.521896","0.540102","3","18-07-2019","2019","5","79142","7","0","0"
"28652","0","0.335582","0.328778","1","26-10-2019","2019","3","67370","10","0","0"
"28653","1","0.896926","0.879868","1","13-12-2019","2019","9","48264","12","0","0"
"28654","1","0.851786","0.851355","3","23-10-2019","2019","9","11974","10","0","0"
"28655","0","0.507479","0.502562","1","20-09-2019","2019","5","71392","9","0","0"
"28656","1","0.651678","0.669563","4","18-01-2019","2019","7","13155","1","0","0"
"28657","1","0.281916","0.294308","4","10-12-2019","2019","3","89237","12","0","0"
"28658","1","0.714846","0.728212","1","06-04-2019","2019","7","49495","4","0","0"
"28659","1","0.554229","0.562963","4","09-03-2019","2019","6","37910","3","0","0"
"28660","1","0.831554","0.816088","1","03-04-2019","2019","8","76270","4","0","0"
"28661","1","0.175248","0.190397","1","28-01-2019","2019","2","81987","1","0","0"
"28662","0","0.38036","0.398838","1","01-03-2019","2019","4","15073","3","0","0"
"28663","1","0.859233","0.860346","4","04-05-2019","2019","9","40324","5","0","0"
"28664","0","0.184287","0.170946","3","20-03-2019","2019","2","93454","3","0","0"
"28665","0","0.287583","0.296011","2","06-12-2019","2019","3","55710","12","0","0"
"28666","0","0.237763","0.232267","4","20-12-2019","2019","2","27716","12","0","0"
"28667","0","0.447606","0.462888","4","24-02-2019","2019","5","38070","2","0","0"
"28668","0","0.330172","0.318153","2","10-10-2019","2019","3","54845","10","0","0"
"28669","1","0.546684","0.56128","3","04-04-2019","2019","6","52988","4","0","0"
"28670","0","0.717093","0.718244","3","11-02-2019","2019","7","49557","2","0","0"
"28671","0","0.463506","0.481337","4","14-04-2019","2019","5","6020","4","0","0"
"28672","0","0.222163","0.231758","3","24-11-2019","2019","2","60206","11","0","0"
"28673","0","0.38135","0.373095","3","12-09-2019","2019","4","21865","9","0","0"
"28674","0","0.438841","0.442606","3","21-01-2019","2019","4","90714","1","0","0"
"28675","0","0.225892","0.244878","1","09-07-2019","2019","2","71184","7","0","0"
"28676","0","0.222318","0.225136","1","08-10-2019","2019","2","47013","10","0","0"
"28677","0","0.204172","0.1918","2","07-02-2019","2019","2","18062","2","0","0"
"28678","0","0.571625","0.583541","1","13-11-2019","2019","6","20661","11","0","0"
"28679","0","0.470402","0.483195","4","03-02-2019","2019","5","1386","2","0","0"
"28680","1","0.292275","0.308555","2","29-08-2019","2019","3","39378","8","0","0"
"28681","1","0.267677","0.280638","1","07-08-2019","2019","3","55172","8","0","0"
"28682","1","0.869502","0.874367","3","11-04-2019","2019","9","2232","4","0","0"
"28683","0","0.482201","0.464697","3","17-02-2019","2019","5","4285","2","0","0"
"28684","0","0.586461","0.603725","3","27-09-2019","2019","6","91326","9","0","0"
"28685","0","0.134883","0.145895","3","17-07-2019","2019","1","35266","7","0","0"
"28686","0","0.346403","0.346495","2","17-10-2019","2019","3","3066","10","0","0"
"28687","0","0.474018","0.468469","4","07-07-2019","2019","5","13101","7","0","0"
"28688","0","0.781843","0.766461","2","13-09-2019","2019","8","51318","9","0","0"
"28689","0","0.489263","0.49249","1","05-01-2019","2019","5","37884","1","0","0"
"28690","1","0.196041","0.214131","4","11-01-2019","2019","2","29798","1","0","0"
"28691","1","0.365651","0.351206","2","29-12-2019","2019","4","51904","12","0","0"
"28692","1","0.684237","0.695337","3","14-05-2019","2019","7","23516","5","0","0"
"28693","1","0.710426","0.705742","3","12-09-2019","2019","7","88462","9","0","0"
"28694","0","0.272701","0.275816","2","28-09-2019","2019","3","85397","9","0","0"
"28695","1","0.13537","0.134097","2","31-03-2019","2019","1","74266","3","0","0"
"28696","1","0.364736","0.373271","4","11-09-2019","2019","4","72418","9","0","0"
"28697","1","0.728369","0.729297","1","10-01-2019","2019","7","6191","1","0","0"
"28698","1","0.497867","0.512857","2","02-02-2019","2019","5","88576","2","0","0"
"28699","0","0.26359","0.27934","2","01-10-2019","2019","3","9921","10","0","0"
"28700","0","0.292336","0.300539","2","03-04-2019","2019","3","65787","4","0","0"
"28701","0","0.269524","0.264536","4","20-06-2019","2019","3","60652","6","0","0"
"28702","0","0.312631","0.300447","2","11-11-2019","2019","3","37914","11","0","0"
"28703","1","0.849501","0.85039","4","30-09-2019","2019","9","54549","9","0","0"
"28704","1","0.566451","0.578085","4","20-09-2019","2019","6","72362","9","0","0"
"28705","0","0.210935","0.216533","2","14-10-2019","2019","2","66548","10","0","0"
"28706","1","0.655361","0.67246","3","04-09-2019","2019","7","83813","9","0","0"
"28707","0","0.719914","0.701651","3","27-12-2019","2019","7","51134","12","0","0"
"28708","0","0.488211","0.504644","3","17-04-2019","2019","5","95536","4","0","0"
"28709","0","0.470863","0.4694","1","24-01-2019","2019","5","70625","1","0","0"
"28710","0","0.176601","0.191619","3","08-07-2019","2019","2","30613","7","0","0"
"28711","0","0.563909","0.570662","2","12-06-2019","2019","6","57885","6","0","0"
"28712","0","0.869771","0.868821","4","13-03-2019","2019","9","16879","3","0","0"
"28713","1","0.571017","0.558806","4","20-09-2019","2019","6","99177","9","0","0"
"28714","0","0.208757","0.210763","2","06-10-2019","2019","2","80967","10","0","0"
"28715","1","0.77271","0.763901","4","21-03-2019","2019","8","57463","3","0","0"
"28716","0","0.667482","0.658218","3","12-04-2019","2019","7","76332","4","0","0"
"28717","1","0.768909","0.767999","2","16-03-2019","2019","8","28048","3","0","0"
"28718","0","0.244337","0.229526","4","06-09-2019","2019","2","90181","9","0","0"
"28719","0","0.153289","0.151626","2","17-01-2019","2019","2","50806","1","0","0"
"28720","1","0.803096","0.822324","3","05-03-2019","2019","8","58668","3","0","0"
"28721","1","0.874545","0.877094","3","04-09-2019","2019","9","42757","9","0","0"
"28722","0","0.710576","0.720164","4","28-10-2019","2019","7","81035","10","0","0"
"28723","1","0.397765","0.409897","3","09-03-2019","2019","4","44245","3","0","0"
"28724","1","0.700958","0.686769","4","21-10-2019","2019","7","77055","10","0","0"
"28725","1","0.608127","0.597962","1","06-06-2019","2019","6","40357","6","0","0"
"28726","0","0.115942","0.124954","3","06-03-2019","2019","1","43586","3","0","0"
"28727","0","0.326965","0.312819","3","28-11-2019","2019","3","14140","11","0","0"
"28728","0","0.395776","0.385224","3","29-07-2019","2019","4","7176","7","0","0"
"28729","0","0.40467","0.390272","4","16-10-2019","2019","4","1418","10","0","0"
"28730","0","0.111619","0.124534","1","03-03-2019","2019","1","78372","3","0","0"
"28731","0","0.453621","0.467704","3","17-12-2019","2019","5","48031","12","0","0"
"28732","1","0.878765","0.86","2","05-11-2019","2019","9","5239","11","0","0"
"28733","0","0.320469","0.333024","1","30-11-2019","2019","3","15117","11","0","0"
"28734","0","0.431422","0.423836","4","18-11-2019","2019","4","93415","11","0","0"
"28735","1","0.797172","0.782598","3","05-12-2019","2019","8","77007","12","0","0"
"28736","0","0.64333","0.626337","4","19-12-2019","2019","6","29412","12","0","0"
"28737","1","0.608703","0.620495","1","10-09-2019","2019","6","59041","9","0","0"
"28738","1","0.680628","0.684837","3","11-10-2019","2019","7","90576","10","0","0"
"28739","1","0.45618","0.44232","2","20-04-2019","2019","4","3725","4","0","0"
"28740","1","0.679399","0.659832","3","24-09-2019","2019","7","32883","9","0","0"
"28741","0","0.115797","0.127056","2","06-08-2019","2019","1","97794","8","0","0"
"28742","0","0.689168","0.678689","4","10-12-2019","2019","7","38430","12","0","0"
"28743","1","0.87536","0.87889","3","26-09-2019","2019","9","10542","9","0","0"
"28744","0","0.791076","0.793818","4","08-11-2019","2019","8","85898","11","0","0"
"28745","1","0.764061","0.783277","4","06-10-2019","2019","8","84064","10","0","0"
"28746","0","0.405431","0.411222","4","16-09-2019","2019","4","94562","9","0","0"
"28747","0","0.311685","0.296572","3","06-10-2019","2019","3","89923","10","0","0"
"28748","1","0.119429","0.125203","2","24-02-2019","2019","1","54972","2","0","0"
"28749","0","0.141459","0.144811","2","02-03-2019","2019","1","21131","3","0","0"
"28750","0","0.14368","0.155757","3","23-12-2019","2019","2","94069","12","0","0"
"28751","1","0.721504","0.708135","2","25-04-2019","2019","7","78082","4","0","0"
"28752","0","0.147293","0.127578","1","20-02-2019","2019","1","24335","2","0","0"
"28753","1","0.584071","0.586209","3","03-11-2019","2019","6","31947","11","0","0"
"28754","1","0.29272","0.292971","4","12-05-2019","2019","3","98249","5","0","0"
"28755","1","0.436347","0.436741","3","19-07-2019","2019","4","35244","7","0","0"
"28756","0","0.188475","0.200139","3","21-07-2019","2019","2","23520","7","0","0"
"28757","1","0.603852","0.59565","4","15-09-2019","2019","6","10440","9","0","0"
"28758","1","0.809646","0.82519","1","14-12-2019","2019","8","39802","12","0","0"
"28759","0","0.464982","0.482202","4","20-10-2019","2019","5","80765","10","0","0"
"28760","1","0.865013","0.869785","1","30-11-2019","2019","9","7103","11","0","0"
"28761","1","0.866429","0.871325","4","06-05-2019","2019","9","81102","5","0","0"
"28762","0","0.538719","0.519287","3","07-02-2019","2019","5","16089","2","0","0"
"28763","0","0.224134","0.229134","1","14-05-2019","2019","2","64133","5","0","0"
"28764","0","0.479298","0.461374","4","07-06-2019","2019","5","37570","6","0","0"
"28765","1","0.812159","0.819957","2","22-06-2019","2019","8","81373","6","0","0"
"28766","1","0.785801","0.767564","2","29-08-2019","2019","8","88620","8","0","0"
"28767","0","0.351945","0.363603","2","24-05-2019","2019","4","61715","5","0","0"
"28768","0","0.195512","0.184096","4","29-05-2019","2019","2","13823","5","0","0"
"28769","1","0.646885","0.65841","3","04-01-2019","2019","7","48061","1","0","0"
"28770","1","0.801036","0.788543","4","05-01-2019","2019","8","56859","1","0","0"
"28771","1","0.372337","0.372868","2","27-07-2019","2019","4","5477","7","0","0"
"28772","1","0.872631","0.874458","4","09-07-2019","2019","9","8037","7","0","0"
"28773","0","0.460782","0.470355","1","21-06-2019","2019","5","94137","6","0","0"
"28774","1","0.7412","0.735984","1","11-11-2019","2019","7","59667","11","0","0"
"28775","0","0.115145","0.124577","2","14-06-2019","2019","1","48801","6","0","0"
"28776","1","0.321539","0.315259","1","04-05-2019","2019","3","15162","5","0","0"
"28777","1","0.183882","0.20372","3","19-04-2019","2019","2","49077","4","0","0"
"28778","0","0.789098","0.803918","3","15-01-2019","2019","8","54699","1","0","0"
"28779","0","0.467741","0.465741","4","23-05-2019","2019","5","38165","5","0","0"
"28780","1","0.839103","0.82349","1","22-07-2019","2019","8","50188","7","0","0"
"28781","1","0.469475","0.486498","4","11-04-2019","2019","5","76602","4","0","0"
"28782","1","0.669745","0.667445","3","15-03-2019","2019","7","64749","3","0","0"
"28783","0","0.272666","0.259986","4","22-02-2019","2019","3","82112","2","0","0"
"28784","0","0.150417","0.159949","2","23-11-2019","2019","2","59417","11","0","0"
"28785","1","0.789769","0.80123","4","11-08-2019","2019","8","58654","8","0","0"
"28786","0","0.253647","0.268104","4","08-01-2019","2019","3","60539","1","0","0"
"28787","0","0.264783","0.248752","1","31-10-2019","2019","2","30193","10","0","0"
"28788","0","0.772733","0.782866","3","20-12-2019","2019","8","23457","12","0","0"
"28789","1","0.70121","0.682867","3","06-11-2019","2019","7","66384","11","0","0"
"28790","1","0.349066","0.368529","2","29-10-2019","2019","4","36807","10","0","0"
"28791","0","0.61033","0.60324","1","12-07-2019","2019","6","85198","7","0","0"
"28792","1","0.332754","0.313544","2","11-03-2019","2019","3","73921","3","0","0"
"28793","0","0.206757","0.223697","3","10-07-2019","2019","2","63915","7","0","0"
"28794","0","0.184323","0.170363","3","26-12-2019","2019","2","22586","12","0","0"
"28795","0","0.244014","0.253858","1","16-12-2019","2019","3","59350","12","0","0"
"28796","1","0.605361","0.600875","2","11-10-2019","2019","6","20766","10","0","0"
"28797","0","0.492844","0.476825","3","02-09-2019","2019","5","3011","9","0","0"
"28798","0","0.431184","0.419334","2","26-03-2019","2019","4","45119","3","0","0"
"28799","0","0.297649","0.294426","1","04-11-2019","2019","3","9812","11","0","0"
"28800","1","0.88061","0.877969","1","02-01-2019","2019","9","83411","1","0","0"
"28801","1","0.699985","0.704022","1","07-10-2019","2019","7","33750","10","0","0"
"28802","0","0.353676","0.366401","1","19-05-2019","2019","4","76294","5","0","0"
"28803","1","0.803834","0.786098","4","10-03-2019","2019","8","51471","3","0","0"
"28804","1","0.208943","0.1944","2","14-02-2019","2019","2","98873","2","0","0"
"28805","0","0.141025","0.139785","2","15-08-2019","2019","1","85280","8","0","0"
"28806","0","0.197012","0.210875","2","21-10-2019","2019","2","36520","10","0","0"
"28807","1","0.418469","0.41611","1","15-01-2019","2019","4","74983","1","0","0"
"28808","1","0.83622","0.817095","3","31-10-2019","2019","8","67875","10","0","0"
"28809","0","0.766516","0.762575","1","20-04-2019","2019","8","43199","4","0","0"
"28810","1","0.602493","0.61071","2","02-09-2019","2019","6","52771","9","0","0"
"28811","1","0.859867","0.858585","4","09-06-2019","2019","9","78682","6","0","0"
"28812","1","0.823198","0.83949","3","27-04-2019","2019","8","80375","4","0","0"
"28813","0","0.143694","0.14775","1","30-01-2019","2019","1","80506","1","0","0"
"28814","1","0.405235","0.401716","4","16-01-2019","2019","4","49593","1","0","0"
"28815","0","0.131336","0.120244","3","22-10-2019","2019","1","76298","10","0","0"
"28816","0","0.445945","0.460711","3","15-09-2019","2019","5","70049","9","0","0"
"28817","1","0.457179","0.441261","3","05-11-2019","2019","4","89318","11","0","0"
"28818","1","0.795412","0.794797","3","07-02-2019","2019","8","24304","2","0","0"
"28819","1","0.261005","0.277608","1","14-09-2019","2019","3","9770","9","0","0"
"28820","0","0.162409","0.148795","4","08-11-2019","2019","1","79112","11","0","0"
"28821","1","0.817194","0.812243","2","30-09-2019","2019","8","52966","9","0","0"
"28822","1","0.689765","0.69925","3","09-11-2019","2019","7","60743","11","0","0"
"28823","1","0.152834","0.169132","4","09-10-2019","2019","2","97191","10","0","0"
"28824","0","0.456415","0.475972","2","05-03-2019","2019","5","52291","3","0","0"
"28825","0","0.437464","0.427617","4","30-07-2019","2019","4","50119","7","0","0"
"28826","1","0.831129","0.8164","3","27-08-2019","2019","8","75097","8","0","0"
"28827","1","0.441066","0.435116","1","22-02-2019","2019","4","15150","2","0","0"
"28828","1","0.371142","0.363148","3","19-02-2019","2019","4","65810","2","0","0"
"28829","0","0.706844","0.690206","3","15-06-2019","2019","7","33391","6","0","0"
"28830","0","0.224343","0.241658","2","13-07-2019","2019","2","33176","7","0","0"
"28831","0","0.305835","0.292975","3","27-07-2019","2019","3","35171","7","0","0"
"28832","0","0.625969","0.638283","1","24-12-2019","2019","6","3133","12","0","0"
"28833","0","0.527637","0.539725","1","03-12-2019","2019","5","90247","12","0","0"
"28834","1","0.864122","0.872618","3","29-10-2019","2019","9","16609","10","0","0"
"28835","0","0.400484","0.41002","3","10-02-2019","2019","4","28045","2","0","0"
"28836","0","0.799446","0.817608","3","03-02-2019","2019","8","92118","2","0","0"
"28837","1","0.897015","0.877256","2","23-11-2019","2019","9","72877","11","0","0"
"28838","1","0.422401","0.423616","4","28-04-2019","2019","4","38397","4","0","0"
"28839","0","0.358074","0.366488","1","20-10-2019","2019","4","62738","10","0","0"
"28840","0","0.528763","0.540614","4","18-08-2019","2019","5","66254","8","0","0"
"28841","1","0.596525","0.609684","4","05-11-2019","2019","6","47252","11","0","0"
"28842","0","0.393585","0.398914","3","05-03-2019","2019","4","70135","3","0","0"
"28843","0","0.436792","0.440759","1","08-03-2019","2019","4","95846","3","0","0"
"28844","0","0.175675","0.181037","2","24-08-2019","2019","2","62657","8","0","0"
"28845","1","0.825368","0.819844","2","18-04-2019","2019","8","16252","4","0","0"
"28846","0","0.249224","0.246629","4","21-08-2019","2019","2","12760","8","0","0"
"28847","1","0.802617","0.783583","1","04-07-2019","2019","8","58319","7","0","0"
"28848","0","0.382824","0.39859","3","20-06-2019","2019","4","32404","6","0","0"
"28849","1","0.838586","0.856726","3","13-09-2019","2019","9","47185","9","0","0"
"28850","0","0.238962","0.225192","2","09-04-2019","2019","2","66255","4","0","0"
"28851","0","0.731096","0.748604","4","03-11-2019","2019","7","2226","11","0","0"
"28852","0","0.211385","0.194867","4","12-11-2019","2019","2","36982","11","0","0"
"28853","0","0.182828","0.192909","4","06-01-2019","2019","2","29829","1","0","0"
"28854","1","0.492029","0.475171","1","01-07-2019","2019","5","10690","7","0","0"
"28855","0","0.44681","0.443028","3","15-06-2019","2019","4","10331","6","0","0"
"28856","0","0.827695","0.842029","3","13-12-2019","2019","8","45281","12","0","0"
"28857","0","0.319919","0.337284","3","02-12-2019","2019","3","69043","12","0","0"
"28858","1","0.218577","0.225443","2","23-03-2019","2019","2","12028","3","0","0"
"28859","1","0.468079","0.475282","4","27-11-2019","2019","5","47520","11","0","0"
"28860","1","0.604362","0.586469","3","04-08-2019","2019","6","93912","8","0","0"
"28861","0","0.217773","0.202218","4","18-04-2019","2019","2","31572","4","0","0"
"28862","0","0.790439","0.785507","1","03-04-2019","2019","8","82203","4","0","0"
"28863","1","0.704641","0.690832","3","23-07-2019","2019","7","26020","7","0","0"
"28864","1","0.734","0.749274","4","04-05-2019","2019","7","67243","5","0","0"
"28865","0","0.848342","0.828374","3","15-02-2019","2019","8","34080","2","0","0"
"28866","0","0.657406","0.661877","2","18-09-2019","2019","7","23472","9","0","0"
"28867","0","0.884225","0.875049","1","14-05-2019","2019","9","33782","5","0","0"
"28868","1","0.474803","0.455768","2","01-12-2019","2019","5","73265","12","0","0"
"28869","1","0.454815","0.45939","2","02-08-2019","2019","5","26769","8","0","0"
"28870","1","0.666336","0.660478","4","05-07-2019","2019","7","19776","7","0","0"
"28871","1","0.878918","0.870479","2","02-02-2019","2019","9","20967","2","0","0"
"28872","0","0.136386","0.12349","1","07-08-2019","2019","1","28071","8","0","0"
"28873","0","0.341298","0.324403","3","20-01-2019","2019","3","76675","1","0","0"
"28874","0","0.176921","0.158649","4","29-03-2019","2019","2","83511","3","0","0"
"28875","0","0.235428","0.230007","2","17-06-2019","2019","2","33012","6","0","0"
"28876","0","0.2847","0.276897","2","04-12-2019","2019","3","8806","12","0","0"
"28877","1","0.265222","0.263723","1","21-04-2019","2019","3","79516","4","0","0"
"28878","1","0.804678","0.807792","1","01-01-2019","2019","8","32975","1","0","0"
"28879","0","0.122335","0.121211","3","14-10-2019","2019","1","29057","10","0","0"
"28880","1","0.177419","0.167334","3","08-01-2019","2019","2","64981","1","0","0"
"28881","1","0.572863","0.580538","2","24-01-2019","2019","6","29002","1","0","0"
"28882","1","0.499765","0.486928","4","13-10-2019","2019","5","15099","10","0","0"
"28883","0","0.177323","0.18004","2","10-11-2019","2019","2","86599","11","0","0"
"28884","0","0.538979","0.537624","4","13-04-2019","2019","5","24446","4","0","0"
"28885","1","0.867016","0.86585","2","19-01-2019","2019","9","83001","1","0","0"
"28886","0","0.312681","0.310627","1","02-09-2019","2019","3","72953","9","0","0"
"28887","1","0.769752","0.787885","3","30-07-2019","2019","8","99708","7","0","0"
"28888","0","0.193606","0.184158","3","04-02-2019","2019","2","27057","2","0","0"
"28889","1","0.260691","0.271479","1","04-03-2019","2019","3","30754","3","0","0"
"28890","0","0.175183","0.171414","1","04-04-2019","2019","2","34615","4","0","0"
"28891","1","0.499744","0.506999","1","02-01-2019","2019","5","58255","1","0","0"
"28892","1","0.199063","0.189972","4","16-01-2019","2019","2","52835","1","0","0"
"28893","1","0.272622","0.253915","3","07-07-2019","2019","3","60220","7","0","0"
"28894","0","0.134061","0.122757","4","30-11-2019","2019","1","98693","11","0","0"
